Path,Category,Referenced by active script,Referenced by manuscript,Referenced by supplement,Referenced by manifest,Required for regeneration,Unique provenance value,Final action,Reason
scripts/acquisition/00_acquire_remote_sensing_gee.txt,active script,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
scripts/analysis/01_fit_governance_profile_models.R,active script,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
scripts/analysis/02_fit_sparse_outcomes_and_profile_robustness.R,active script,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
scripts/analysis/03_refine_fire_10km_optimizer.R,active script,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
scripts/lib/project_paths.R,active script,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
scripts/preprocessing/01_preprocess_fire_agriculture_sources.R,active script,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
scripts/preprocessing/02_construct_landscape_groups.R,active script,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
scripts/preprocessing/03_prepare_cell_year_data.R,active script,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
scripts/preprocessing/04_harmonize_fire_2021_2022.R,active script,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
scripts/publication/06_generate_main_figures_tables.R,active script,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
scripts/publication/07_generate_supplementary_material.R,active script,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
scripts/publication/08_generate_figure2_chronology_time_series.R,active script,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
scripts/publication/08_generate_figure2_old_style.R,active script,No,No,No,No,No,No,rename,Renamed to scripts/publication/08_generate_figure2_chronology_time_series.R to establish a canonical unambiguous path.
scripts/sensitivity/01_run_spatial_threshold_sensitivity.R,active script,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
scripts/sensitivity/02_audit_measurement_harmonization.R,active script,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
scripts/sensitivity/03_run_revised_boundary_falsification.R,active script,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
tests/README.md,frozen-result test,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
tests/reference/frozen_classification_checks.csv,frozen-result test,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
tests/reference/frozen_result_checks.csv,frozen-result test,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
tests/scripts/compare_frozen_results.R,frozen-result test,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
tests/scripts/run_downstream_validation.R,frozen-result test,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
